Id	Strong	Transliteration	Gloss	Definition	Category	Domain	References	spell-N	spell-n	spell-E	spell-G	spell-R	spell-T	spell-K	pc-N	pc-n	pc-E	pc-G	pc-R	pc-T	pc-K
תָּמָר-5	H8559	tāmār-5	Tamar	town; territory of Judah	PN	settlement	011009018 026047019 026048028	Tamar	Tamar	Tamar	Tamar	Tamar	Tamar	Tamar	67	67	100	100	100	67	67
תֹּמֶר	H8560	tomer	date palm	1- תָּמָר	FL	trees	007004005	the Palm	the Palm	the palm	certain palm	the palm	Date Palm	the palm	100	100	100	100	100	100	100
תַּן	H8565, H8577a	tan	jackal	animal that resembles a long-haired dog with a pointed nose; yellowish brown in color with red tips to the fur on the back and a bushy tail; produces mournful sounds; used mainly in poetry and associated with death, destruction, and devastation, but also with mourning and weeping	FA	mammals; wild animals	018030029 019044019 023013022 023034013 023035007 023043020 024009011 024010022 024014006 024049033 024051037 025004003 025004003 033001008 039001003	jackals	jackals	jackals	jackals	jackals	jackals		93	93	100	64	100	64	0
תְּנוּפָה	H8573	tǝnûpāh	wave-offering	wave-offering	RI	sacrifices and offerings	002029024 002029026 002029027 002035022 002038024 002038029 003007030 003007034 003008027 003008029 003009021 003010014 003010015 003010015 003014012 003014021 003014024 003023015 003023017 003023020 004006020 004006020 004008011 004008013 004008015 004008021 004018011 004018018 023019016 023030032	wave offering	wave offering	wave offering	offering	wave offering	wave offering	wave offering	75	75	61	14	61	86	46
תַּנְחֻמֶת	H8576	tanḥumet	Tanhumeth	father of Seraiah, army officer of Judah, time of exile	PN	person	012025023 024040008	Tanhumeth	Tanhumeth	Tanhumeth	Tanhumeth	Tanhumeth	Tanhumeth	Tanhumeth	100	100	100	100	100	100	100
תַּנִּין-1	H8577b	tannîn-1	serpent, snake	a type of snake, or generic word for snake	FA	snakes and lizards	002007009 002007010 002007012 005032033 019091013	snake	snake	serpent	snakes	serpent	snake	serpent	60	60	60	60	60	40	40
תַּנִּין-2	H8577b	tannîn-2	sea monster	generic word for mythical sea monster; behemoth and livyathan are the names of two such monsters; associated with the chaos that existed in the primary stages of creation, and with the nations that were enemies of Israel	FA	mythical	001001021 016002013 018007012 019074013 019148007 023027001 023051009 024051034 026029003 026032002	the monster	the monster	sea monster	sea monsters	sea monsters	sea monster	sea or	30	30	10	30	20	30	10
תִּנְשֶׁמֶת-1	H8580	tinšemet-1	barn owl	type of owl; pale color, light fawn or gray on wings and back, almost white on chest and under the wings; small eyes, large head for its size, and a striking heart-shaped white facial disk outlined in brown; Tyto alba - barn owl; often roosts in barns, deserted houses, caves, and tombs; utters a variety of strange sounds, from a screech to various hissing, chirruping, and snoring sounds; feeds on rats, mice, and other small nocturnal creatures; unclean, not to be eaten; associated with tombs and death	FA	birds	003011018 005014016	desert owl	desert owl	barn owl	eagles owls	litle owl	white owl	great owl	50	50	100	100	50	100	50
תִּנְשֶׁמֶת-2	H8580	tinšemet-2	chameleon	a type of lizard; green but can change color to match its environment; has small scales and small wart-like lumps on its tough skin; has a row of pointed scales down its spine; some species have horn-like protrusions on their heads and faces; Chamaeleo chamaeleon; lives in vegetation; feeds on insects; unclean, not to be eaten	FA	snakes and lizards	003011030	chameleon	chameleon	chameleon		chameleon	chameleon	chameleon	100	100	100	0	100	100	100
תֹּעוּ	H8583	toʿû	Tou	king of Hamath	PN	person	013018009 013018010	Tou	Tou	Tou	Toi	Tou	Tou	Tou	100	100	100	100	100	100	100
תֹּעִי	H8583	toʿiy	Toi	king of Hamath	PN	person	010008009 010008010 010008010	Tou	Tou	Toi	Toi	Toi	Toi	Toi	100	100	100	100	100	100	100
תַּעְנַךְ	H8590	taʿnak	Taanach	town; territory of Manasseh	PN	settlement	006012021 006017011 006021025 007001027 007005019 011004012 013007029	Taanach	Taanach	Taanach	Taanach	Taanach	Taanach	Taanach	100	100	100	100	100	100	86
תַּעַר-1	H8593	taʿar-1	razor; knife	sharp knife, used to shave hair from the skin; also used to sharpen a pen	RE	tools; body	004006005 004008007 019052002 023007020 024036023 026005001	razor	razor	razor	razor	razor	razor	razor	67	67	83	17	83	67	67
תַּעַר-2	H8593	taʿar-2	sheath, scabbard	case or bag about the size and shape of a sword; made of leather, cloth, metal, or wood;  attached to a circular strap or belt that could be hung over the shoulder or tied around the waist; used to cover and to carry a sword	RE	tools; warfare	009017051 010020008 024047006 026021003 026021004 026021005 026021030	sheath	scabbard	sheath	sheath	sheath	sheath	sheath	86	71	86	29	86	100	86
תַּפּוּחַ-1	H8598	tappûaḥ-1	apricot, apple	identification uncertain; perhaps either the fruit of the wild apple tree (Malus sylvestris) or of the apricot tree; round, fleshy, sweet fruit; considered beautiful and a special treat	FL	fruits	020025011 022002003 022002005 022007008 022008005 029001012	apple	apple	apple	apple	apple	apple	apple	50	50	50	33	50	50	50
תַּפּוּחַ-2	H8599b	tappûaḥ-2	Tappuah	location; territory of Judah	PN	locale	006012017 006015034 006016008 006017008 006017008	Tappuah	Tappuah	Tappuah	Tappuah	Tappuah	Tappuah	Tappuah	100	100	100	100	100	100	100
תַּפּוּחַ-3	H8599a	tappûaḥ-3	Tappuah	descendant of Caleb; tribe of Judah	PN	person	013002043	Tappuah	Tappuah	Tappuah	Tappuah	Tappuah	Tappuah	Tappuah	100	100	100	100	100	100	100
תָּפֵל	H8602b	tāpēl	whitewash	lime mixed with water; painted on walls to make them white and cover ugly rough surfaces; it does not strengthen a structure but only beautifies it; for that reason it is often associated with efforts to make something appear different from what it actually is	RE	construction	026013010 026013011 026013014 026013015 026022028	whitewash	whitewash	whitewash	whitewash	whitewash	whitewash	with	100	100	100	60	100	100	80
תֹּפֶל	H8603	topel	Tophel	location; Edom	PN	locale	005001001	Tophel	Tophel	Tophel	Tophel	Tophel	Tophel	Tophel	100	100	100	100	100	100	100
תִּפְסַח-1	H8607	tipsaḥ-1	Tiphsah	town; at north-eastern boundary of kingdom of Solomon	PN	settlement	011004024	Tiphsah	Tiphsah	Tiphsah	Tiphsah	Tiphsah	Tiphsah	Tiphsah	100	100	100	100	100	100	100
תִּפְסַח-2	H8607	tipsaḥ-2	Tiphsah	town; territory of Manasseh	PN	settlement	012015016	Tiphsah	Tiphsah	Tiphsah	Tirzah	Tappuah	Tiphsah	Tiphsah	100	100	100	100	100	100	100
תֹּפֶת	H8612	topet	Topheth	location; in the valley of the sons of Hinnom	PN	locale	012023010 024007031 024007032 024007032 024019006 024019011 024019012 024019013 024019014	Topheth	Topheth	Topheth	Topheth	Topheth	Topheth	Tophet	88	88	100	100	100	100	88
תָּקְהַת	H8445	toqhat	Tokhath	father of Shallum, husband of Huldah, prophetess	PN	person	014034022 014034022	Tokhath	Tokhath	Tokhath	Tikvah	Tokhath	Tokhath	Tikvath	100	100	100	100	100	100	100
תִּקְוָה-1	H8615b	tiqwāh-1	hope	hope	AT	attitudes and emotions	008001012 018004006 018005016 018006008 018007006 018008013 018011018 018011020 018014007 018014019 018017015 018017015 018019010 018027008 019009018 019062005 019071005 020010028 020011007 020011023 020019018 020023018 020024014 020026012 020029020 024029011 024031017 025003029 026019005 026037011 028002015 038009012	hope	hope	hope	hope	hope	hope	hope	94	97	97	77	94	84	77
תִּקְוָה-2	H8616	tiqwāh-2	Tikvah	father of Shallum, husband of Huldah, prophetess	PN	person	012022014	Tikvah	Tikvah	Tikvah	Tikvah	Tikvah	Tikvah	Tikvah	100	100	100	100	100	100	100
תִּקְוָה-3	H8616	tiqwāh-3	Tikvah	father of Jahzeiah, after exile	PN	person	015010015	Tikvah	Tikvah	Tikvah	Tikvah	Tikvah	Tikvah	Tikvah	100	100	100	100	100	100	100
תְּקוֹעַ	H8620	tǝqôaʿ	Tekoa	town; Judah	PN	settlement	010014002 013002024 013004005 014011006 014020020 024006001 030001001	Tekoa	Tekoa	Tekoa	Tekoa	Tekoa	Tekoa	Tekoa	86	86	100	100	100	100	86
תְּקוֹעִי	H8621	tǝqôʿiy	Tekoa	inhabitant of Tekoa	PN	group	010014004 010014009 010023026 013011028 013027009 016003005 016003027	Tekoa	Tekoa	Tekoa	Tekoa	Tekoa	Tekoa	Tekoah	86	86	57	71	57	43	29
תַּרְאֲלָה	H8634	tarʾălāh	Taralah	town; territory of Benjamin	PN	settlement	006018027	Taralah	Taralah	Taralah	Taralah	Taralah	Taralah	Taralah	100	100	100	100	100	100	100
תִּרְהָקָה	H8640	tirhāqāh	Tirhakah	king of Ethiopia	PN	person	012019009 023037009	Tirhakah	Tirhakah	Tirhakah	Tirhakah	Tirhakah	Tirhakah	Tirhakah	100	100	100	100	100	100	100
תְּרוּמָה	H8641	tǝrûmāh	offering, contribution	offering, contribution	RI	sacrifices and offerings	002025002 002025002 002025003 002029027 002029028 002029028 002029028 002030013 002030014 002030015 002035005 002035005 002035021 002035024 002035024 002036003 002036006 003007014 003007032 003007034 003010014 003010015 003022012 004005009 004006020 004015019 004015020 004015020 004015021 004018008 004018011 004018019 004018024 004018026 004018027 004018028 004018028 004018029 004031029 004031041 004031052 005012006 005012011 005012017 010001021 014031010 014031012 014031014 015008025 016010037 016010039 016012044 016013005 020029004 023040020 026020040 026044030 026044030 026045001 026045006 026045007 026045007 026045013 026045016 026048008 026048009 026048010 026048012 026048018 026048018 026048020 026048020 026048021 026048021 026048021 039003008	offering	offering	contribution	contribution	offering	offering	offering	33	32	44	22	62	52	56
תְּרוּמִיָּה	H8642	tǝrûmiyyāh	offering, contribution	offering, contribution תְּרוּמָה	RI	sacrifices and offerings	026048012	bordering	bordering	portion		portion	portion	oblation	100	100	100	0	100	100	100
תִּרְזָה	H8645	tirzāh	stone pine	type of pine tree; grows to 10 m tall; often shaped like an umbrella, which gives it the nickname “umbrella pine”; only pine to produce edible seeds; Pinus pinea	FL	trees	023044014	a pine	a pine	strong among		strong among			100	100	100	0	100	0	0
תָּרַח	H8646	tāraḥ	Terah	location along route of exodus	PN	locale	004033027 004033028	Terah	Terah	Terah	Terah	Terah	Terah	Tarah	100	100	100	100	100	100	100
תֶּרַח	H8646	teraḥ	Terah	son of Nahor; descendant of Shem; father of Abraham	PN	person	001011024 001011025 001011026 001011027 001011027 001011028 001011031 001011032 001011032 006024002 013001026	Terah	Terah	Terah	Terah	Terah	Terah	Terah	100	100	100	78	100	100	100
תִּרְחֲנָה	H8647	tirḥănāh	Tirhanah	descendant of Caleb; tribe of Judah	PN	person	013002048	Tirhanah	Tirhanah	Tirhanah	Tirhanah	Tirhanah	Tirhanah	Tirhanah	100	100	100	100	100	100	100
תָּרְמָה	H8649a	tormāh	deceit, betrayal	act of deception against someone	AT	morals and ethics	007009031	he sent	he sent	he sent	He sent	he sent	Beware Gaal	he sent	100	100	100	100	100	100	100
תַּרְמִית	H8649b	tarmît	deceit, betrayal	act of deception against someone	AT	morals and ethics	019119118 024008005 024014014 024023026 036003013	deceit	deceit	deceit	deceitful	deceit	deceitful	deceit	20	40	60	20	60	20	80
תִּרְעָתִים	H8654	tirʿātîm	Tirathite	clan of scribes of Jabez	PN	group	013002055	Tirathites	Tirathites	Tirathites	Tirathites	Tirathites	Tirathites	Tirathites	100	100	100	100	100	100	100
תְּרָפִים	H8655	tǝrāpîm	household idols	set of one of more figurines representing a god; used for divination and worship	RE	paganism	001031019 001031034 001031035 007017005 007018014 007018017 007018018 007018020 009015023 009019013 009019016 012023024 026021021 028003004 038010002	household gods	household gods	household gods	household gods	household gods	personal idols	house of gods	67	53	73	27	20	33	7
תִּרְצָה-1	H8656	tirṣāh-1	Tirzah	daughter of Zelophehad; tribe of Manasseh	PN	person	004026033 004027001 004036011 006017003	Tirzah	Tirzah	Tirzah	Tirzah	Tirzah	Tirzah	Tirzah	100	100	100	100	100	100	100
תִּרְצָה-2	H8656	tirṣāh-2	Tirzah	town; territory of Manasseh	PN	settlement	006012024 011014017 011015021 011015033 011016006 011016008 011016009 011016009 011016015 011016017 011016023 012015014 012015016 022006004	Tirzah	Tirzah	Tirzah	Tirzah	Tirzah	Tirzah	Tirzah	100	100	100	92	100	100	100
תֶּרֶשׁ	H8657	tereš	Teresh	eunuch; servant of Ahasuerus	PN	person	017002021 017006002	Teresh	Teresh	Teresh	Teresh	Teresh	Teresh	Teresh	100	100	100	100	100	100	100
תַּרְשִׁישׁ-1	H8658	taršîš-1	beryl	(semi-)precious stone, possibly kind of beryl, which is colorless in its pure form	RE	gemstones	002028020 002039013 022005014 026001016 026010009 026028013 027010006	beryl	beryl	beryl	beryl	beryl	beryl	beryl	14	14	86	43	57	14	100
תַּרְשִׁישׁ-2	H8659	taršîš-2	Tarshish	son of Javan; descendant of Japheth; Spain?	PN	person	001010004 011010022 011010022 011022048 013001007 014009021 014009021 014020036 014020037 019048007 019072010 023002016 023023001 023023006 023023010 023023014 023060009 023066019 024010009 026027012 026027025 026038013 032001003 032001003 032001003 032004002	Tarshish	Tarshish	Tarshish	years his	Tarshish	Tarshish	Tarshish	73	73	100	9	100	55	91
תַּרְשִׁישׁ-3	H8659	taršîš-3	Tarshish	son of Bilhan; tribe of Benjamin	PN	person	013007010	Tarshish	Tarshish	Tarshish	Tarshish	Tarshish	Tarshish	Tharshish	100	100	100	100	100	100	100
תַּרְשִׁישׁ-4	H8659	taršîš-4	Tarshish	adviser to Ahasuerus	PN	person	017001014	Tarshish	Tarshish	Tarshish	Tarshish	Tarshish	Tarshish	Tarshish	100	100	100	100	100	100	100
תַּרְתָּן	H8661	tartān	commander in chief; Tartan	person with an extremely high position in the Assyrian kingdom	BE	people; authority	012018017 023020001	commander his chief	commander his chief	Tartan	commander-in-chief	Tartan	commanding	Tartan	50	50	50	50	50	100	100
תַּרְתָּק	H8662	tartāq	Tartak	deity of Avvites	PN	supernatural beings and powers	012017031	Tartak	Tartak	Tartak	Tartak	Tartak	Tartak	Tartak	100	100	100	100	100	100	100
תִּשְׁבִּי	H8664	tišbiy	Tishbite	inhabitant of Tishbe	PN	group	011017001 011021017 011021028 012001003 012001008 012009036	Tishbite	Tishbite	Tishbite	Tishbe	Tishbite	Tishbite	Tishbite	100	100	100	50	100	100	100
תְּשׁוּעָה	H8668	tǝšûʿāh	salvation	salvation	MI	help, protect, save	007015018 009011009 009011013 009019005 010019002 010023010 010023012 012005001 012013017 012013017 013011014 013019012 014006041 019033017 019037039 019038022 019040010 019040016 019051014 019060011 019071015 019108012 019119041 019119081 019144010 019146003 020011014 020021031 020024006 023045017 023046013 023046013 024003023 025003026	salvation	salvation	salvation	salvation	salvation	salvation	salvation	25	34	66	9	41	6	50
תַּתְּנַי (AR)	A8674	tattǝnay (AR)	Tattenai	governor; after exile	PN	person	015005003 015005006 015006006 015006013	Tattenai	Tattenai	Tattenai	Tattenai	Tattenai	Tattenai	Tatnai	100	100	100	75	100	100	100
Ἀαρών	G0002	Aarōn	Aaron	the elder brother of Moses and Israel's first high priest	PN	person	042001005 044007040 058005004 058007011 058009004	Aaron	Aaron	Aaron	Aaron	Aaron	Aaron	Aaron	80	80	80	60	80	60	80
Ἀβαδδών	G0003	Abaddōn	Abaddon; Destroyer	the Hebrew name for the ruling angel in Hell	PN	supernatural beings and powers	066009011	Abaddon	Abaddon	Abaddon	Abaddon	Abaddon	Abaddon	Abaddon	100	100	100	100	100	100	100
ἀββά	G0005	abba	abba; father	(title for God; literally: father) one who combines aspects of supernatural authority and care for his people	BE	supernatural beings and powers; titles; kinship	041014036 045008015 048004006	Abba	Abba	Abba	Father	Abba	Abba	Abba	100	100	100	100	100	100	100
Ἀβιαθάρ	G0008	Abiathar	Abiathar	a priest to David	PN	person	041002026	Abiathar	Abiathar	Abiathar	Abiathar	Abiathar	Abiathar	Abiathar	100	100	100	100	100	100	100
Ἀβιά-1	G0007	Abia-1	Abijah	a person in the genealogy of Jesus	PN	person	040001007 040001007	Abijah	Abijah	Abijah		Abijah	Abijah	Abia	100	100	100	0	100	100	100
Ἀβιά-2	G0007	Abia-2	Abijah	a founder of a class of priests	PN	person	042001005	Abijah	Abijah	Abijah	Abijah	Abijah	Abijah	Abia	100	100	100	100	100	100	100
