LookupKey	Id	Gloss	Definition	spell-N	Category	Domain	Priority
jarib	יָרִיב-3	Jarib	priest; time of Ezra	Jarib	PN	person	6
jarmuth	יַרְמוּת-1	Jarmuth	town; territory of Judah	Jarmuth	PN	settlement	1
jarmuth	יַרְמוּת-2	Jarmuth	town; for Levites; territory of Issachar	Jarmuth	PN	settlement	1
jaroah	יָרוֹחַ	Jaroah	son of Gilead; tribe of Gad	Jaroah	PN	person	6
jashen	יָשֵׁן	Jashen	warrior; time of king David	Jashen	PN	person	6
jashobeam	יָשָׁבְעָם	Jashobeam	son of Zabdiel; warrior; time of David	Jashobeam	PN	person	6
jashub	יָשׁוּבִי	Jashubite	descendant of Jashub, son of Issachar	Jashubite	PN	group	5
jashub	יָשׁוּב-1	Jashub	son of Issachar	Jashub	PN	person	6
jashub	יָשׁוּב-2	Jashub	descendant of Bani; married a foreign wife; after exile	Jashub	PN	person	6
jashubite	יָשׁוּבִי	Jashubite	descendant of Jashub, son of Issachar	Jashubite	PN	group	5
jashubites	יָשׁוּבִי	Jashubite	descendant of Jashub, son of Issachar	Jashubite	PN	group	1
jasiel	יַעֲשִׂיאֵל-1	Jaasiel	warrior; time of king David	Jaasiel	PN	person	10
jason	Ἰάσων-1	Jason	the host of Paul and Silas in Thessalonica	Jason	PN	person	5
jason	Ἰάσων-2	Jason	a person who sends greetings in Romans 16	Jason	PN	person	5
jasper	יָשְׁפֵה	jasper	(semi-)precious stone with a large variety of colors and patterns; possibly variety of chalcedony: jasper	jasper	RE	gemstones	11
jathniel	יַתְנִיאֵל	Jathniel	son of Meshelemiah; gatekeeper; tribe of Levi	Jathniel	PN	person	6
jattir	יַתִּיר	Jattir	town; for Levites; territory of Judah	Jattir	PN	settlement	1
javan	יָוָן	Javan; Greece	son of Japheth; land	Greece	PN	person; area	2
jazer	יַעְזֵר	Jazer	town; for Levites; territory of Gad	Jazer	PN	settlement	1
jaziz	יָזִיז	Jaziz	Hagarite; official; time of king David	Jaziz	PN	person	6
jealous	קַנָּא	zealous, jealous	insisting on receiving the attention and commitment that is in keeping with one's status	jealous	AT	attitudes and emotions	11
jealous	קַנּוֹא	zealous, jealous	insisting on receiving the attention and commitment that is in keeping with one's status	jealous	AT	attitudes and emotions	11
jealous	קִנְאָה	ardour, passion, zeal; envy, jealousy	a feeling of anger or strong concern for the sake of someone else because that person does not receive the treatment they are entitled to; a feeling of anger toward someone else because that person has qualities, privileges, or possessions that one feels one should have as well	jealousy	AT	attitudes and emotions	15
jealousy	ζῆλος-1	resentment; jealousy	a particularly strong feeling of resentment and jealousy against someone	jealousy	AT	attitudes and emotions	10
jealousy	קִנְאָה	ardour, passion, zeal; envy, jealousy	a feeling of anger or strong concern for the sake of someone else because that person does not receive the treatment they are entitled to; a feeling of anger toward someone else because that person has qualities, privileges, or possessions that one feels one should have as well	jealousy	AT	attitudes and emotions	11
jealousy	ζῆλος (DC)	fervour, zeal, jealousy	
    		MI		14
jeaterai	יְאָתְרַי	Jeatherai	son of Zerah; descendant of Libni; tribe of Levi	Jeatherai	PN	person	10
jeatherai	יְאָתְרַי	Jeatherai	son of Zerah; descendant of Libni; tribe of Levi	Jeatherai	PN	person	6
jeberechiah	יְבֶרֶכְיָהוּ	Jeberechiah	father of Zechariah, time of prophet Isaiah	Jeberekiah	PN	person	6
jeberekiah	יְבֶרֶכְיָהוּ	Jeberechiah	father of Zechariah, time of prophet Isaiah	Jeberekiah	PN	person	6
jebus	יְבוּס	Jebus	town; Jerusalem	Jebus	PN	settlement	1
jebusites	יְבוּסִי	Jebusite	inhabitant of Jebus; descendant of Canaan	Jebusites	PN	group	1
jebusites	Ιεβουσαῖος (DC)	Jebusite	
    		PN	group	4
jecamiah	יְקַמְיָה-2	Jekamiah	son of Jehoiachin; tribe of Judah	Jekamiah	PN	person	10
jechiel	יְחִיאֵל-4	Jehiel	son of king Jehoshaphat	Jehiel	PN	person	10
jechizkiah	יְחִזְקִיָּהוּ-2	Jehizkiah	son of Shallum; chief; tribe of Ephraim; time of Ahaz	Jehizkiah	PN	person	10
jecholiah	יְכָלְיָה	Jecoliah	mother of Uzziah (Azariah), king of Judah	Jekoliah	PN	person	10
jecholiah	יְכָלְיָהוּ	Jecoliah	mother of Uzziah (Azariah), king of Judah	Jekoliah	PN	person	10
jechoniah	Ἰεχονίας	Jechoniah	a king of Judah mentioned in the genealogy of Jesus	Jeconiah	PN	person	9
jechonias	Ἰεχονίας	Jechoniah	a king of Judah mentioned in the genealogy of Jesus	Jeconiah	PN	person	9
jecoliah	יְכָלְיָה	Jecoliah	mother of Uzziah (Azariah), king of Judah	Jekoliah	PN	person	6
jecoliah	יְכָלְיָהוּ	Jecoliah	mother of Uzziah (Azariah), king of Judah	Jekoliah	PN	person	6
jeconiah	Ἰεχονίας	Jechoniah	a king of Judah mentioned in the genealogy of Jesus	Jeconiah	PN	person	5
jeconiah	יְכָנְיָה	Jeconiah	son of Jehoiakim; king of Judah (597)	Jehoiachin	PN	person	6
jeconiah	יְכָנְיָהוּ	Jeconiah	son of Jehoiakim; king of Judah (597)	Jehoiachin	PN	person	6
jeconiah	Ιεχονιας (DC)	Jeconiah	
    		PN	person	9
jeconiah	כָּנְיָהוּ	Coniah	son of Jehoiakim; king of Judah (597); also known as Jehoiachin	Josiah	PN	person	10
jedaiah	יְדָיָה-1	Jedaiah	son of Shimri; tribe of Simeon	Jedaiah	PN	person	6
jedaiah	יְדָיָה-2	Jedaiah	son of Harumaph; after exile	Jedaiah	PN	person	6
jedaiah	יְדַעְיָה-1	Jedaiah	priest; after exile	Jedaiah	PN	person	6
jedaiah	יְדַעְיָה-2	Jedaiah	priest; time of David	Jedaiah	PN	person	6
jedaiah	יְדַעְיָה-3	Jedaiah	various men	Jedaiah	PN	person	6
jedaiah	יְדַעְיָה-4	Jedaiah	man; time of prophet Zechariah	Jedaiah	PN	person	6
jediael	יְדִיעֲאֵל-1	Jediael	son of Benjamin	Jediael	PN	person	6
jediael	יְדִיעֲאֵל-2	Jediael	son of Shimri; warrior; time of David	Jediael	PN	person	6
jediael	יְדִיעֲאֵל-3	Jediael	warrior; time of David	Jediael	PN	person	6
jediael	יְדִיעֲאֵל-4	Jediael	son of Meshelemiah; gatekeeper; tribe of Levi	Jediael	PN	person	6
jedidah	יְדִידָה	Jedidah	daughter of Adaiah; wife of king Amon; mother of king Josiah	Jedidah	PN	person	6
jedidiah	יְדִידְיָהּ	Jedidiah	other name of king Solomon	Jedidiah	PN	person	6
jeduthun	יְדוּתוּן	Jeduthun	temple singer; time of king David	Jeduthun	PN	person	6
jeezer	אִיעֶזֶר	Iezer	son of Gilead; tribe of Manasseh	Iezer	PN	person	10
jeezerites	אִיעֶזְרִי	Iezrite	descendant of Iezer, son of Gilead; tribe of Manasseh	Iezerite	PN	person	10
jehaleleel	יְהַלֶּלְאֵל-1	Jehallelel	man; tribe of Judah	Jehallelel	PN	person	10
jehalelel	יְהַלֶּלְאֵל-2	Jehallelel	man; tribe of Levi; time of Hezekiah	Jehallelel	PN	person	10
jehallelel	יְהַלֶּלְאֵל-1	Jehallelel	man; tribe of Judah	Jehallelel	PN	person	6
jehallelel	יְהַלֶּלְאֵל-2	Jehallelel	man; tribe of Levi; time of Hezekiah	Jehallelel	PN	person	6
jehdeiah	יֶחְדְּיָהוּ-1	Jehdeiah	son of Shubael; Levite; time of king David	Jehdeiah	PN	person	6
jehdeiah	יֶחְדְּיָהוּ-2	Jehdeiah	Meronothite; official; time of king David	Jehdeiah	PN	person	6
jehezekel	יְחֶזְקֵאל-1	Ezekiel	priest; time of king David	Jehezkel	PN	person	10
jehezkel	יְחֶזְקֵאל-1	Ezekiel	priest; time of king David	Jehezkel	PN	person	6
jehiah	יְחִיָּה	Jehiah	gatekeeper for the ark; time of king David	Jehiah	PN	person	6
jehiel	יְחִיאֵל-1	Jehiel	Levite; time of king David	Jehiel	PN	person	6
jehiel	יְחִיאֵל-2	Jehiel	son of Ladan; Levite; time of king David	Jehiel	PN	person	6
jehiel	יְחִיאֵל-3	Jehiel	son of Hachmoni; official; time of king David	Jehiel	PN	person	6
jehiel	יְחִיאֵל-4	Jehiel	son of king Jehoshaphat	Jehiel	PN	person	6
jehiel	יְחִיאֵל-5	Jehiel	Levite; time of king Hezekiah	Jehiel	PN	person	6
jehiel	יְחִיאֵל-6	Jehiel	Levite; time of king Josiah	Jehiel	PN	person	6
jehiel	יְחִיאֵל-7	Jehiel	various men; after exile	Jehiel	PN	person	6
jehiel	יְחִיאֵלִי	Jehieli	son of Ladan; Levite; time of king David	Jehieli	PN	person	10
jehiel	יְחִיָּה	Jehiah	gatekeeper for the ark; time of king David	Jehiah	PN	person	10
jehiel	יְעִיאֵל-2	Jeiel	founder of Gibeon	Jeiel	PN	person	10
jehiel	יְעִיאֵל-3	Jeiel	son of Hotham; from Aroer; warrior; time of king David	Jeiel	PN	person	10
jehiel	יְעִיאֵל-10	Jeiel	descendant of Adonikam; time of Ezra	Jeuel	PN	person	10
jehielgave	יְחִיאֵל-6	Jehiel	Levite; time of king Josiah	Jehiel	PN	person	10
jehieli	יְחִיאֵלִי	Jehieli	son of Ladan; Levite; time of king David	Jehieli	PN	person	6
jehizkiah	יְחִזְקִיָּהוּ-2	Jehizkiah	son of Shallum; chief; tribe of Ephraim; time of Ahaz	Jehizkiah	PN	person	6
jehoadah	יְהוֹעַדָּה	Jehoaddah	son of Ahaz; tribe of Benjamin	Jehoaddah	PN	person	10
jehoaddah	יְהוֹעַדָּה	Jehoaddah	son of Ahaz; tribe of Benjamin	Jehoaddah	PN	person	6
jehoaddan	יְהוֹעַדָּן	Jehoaddin	wife of king Joash; mother of king Amaziah of Judah	Jehoaddan	PN	person	6
jehoaddin	יְהוֹעַדָּן	Jehoaddin	wife of king Joash; mother of king Amaziah of Judah	Jehoaddan	PN	person	6
jehoahaz	יְהוֹאָחָז-1	Jehoahaz	son of Jehu; king of Israel (814/13-798)	Jehoahaz	PN	person	6
jehoahaz	יְהוֹאָחָז-2	Jehoahaz	son of Josiah; king of Judah (609)	Jehoahaz	PN	person	6
jehoahaz	יְהוֹאָחָז-3	Jehoahaz	son of Joram; king of Judah (841)	Jehoash	PN	person	6
jehoahaz	יוֹאָחָז-1	Joahaz	son of Jehu; king of Israel (814/13-798)	Jehoahaz	PN	person	6
jehoahaz	יוֹאָחָז-3	Joahaz	son of Josiah; king of Judah (609)	Jehoahaz	PN	person	6
jehoash	יְהוֹאָחָז-3	Jehoahaz	son of Joram; king of Judah (841)	Jehoash	PN	person	6
jehoash	יְהוֹאָשׁ-1	Jehoash	son of Ahaziah; king of Judah (835-796)	Joash	PN	person	6
jehoash	יְהוֹאָשׁ-2	Jehoash	son of Jehoahaz; king of Israel (798-782/81)	Jehoash	PN	person	6
jehoash	יוֹאָשׁ-4	Joash	son of Jehoahaz; king of Israel (798-782/81); also known as Jehoash	Jehoash	PN	person	6
jehochanan	יְהוֹחָנָן-2	Jehohanan	officer; time of king Jehoshaphat	Jehohanan	PN	person	10
jehochanan	יְהוֹחָנָן-3	Jehohanan	father of Ishmael, officer, time of queen Athaliah	Jehohanan	PN	person	10
jehochanan	יְהוֹחָנָן-4	Jehohanan	father of Azaraiah, chief, tribe of Ephraim, time of king Ahaz	Jehohanan	PN	person	10
jehohanan	יְהוֹחָנָן-1	Jehohanan	son of Meshelemiah; gatekeeper; time of king David	Jehohanan	PN	person	6
jehohanan	יְהוֹחָנָן-2	Jehohanan	officer; time of king Jehoshaphat	Jehohanan	PN	person	6
jehohanan	יְהוֹחָנָן-3	Jehohanan	father of Ishmael, officer, time of queen Athaliah	Jehohanan	PN	person	6
jehohanan	יְהוֹחָנָן-4	Jehohanan	father of Azaraiah, chief, tribe of Ephraim, time of king Ahaz	Jehohanan	PN	person	6
jehohanan	יְהוֹחָנָן-5	Jehohanan	various men; after exile	Jehohanan	PN	person	6
jehoiachin	יְהוֹיָכִין	Jehoiachin	son of Jehoiakim; king of Judah (597)	Jehoiachin	PN	person	6
jehoiachin	יוֹיָכִין	Jehoiachin	son of Jehoiakim; king of Judah (597)	Jehoiachin	PN	person	6
jehoiachin	יְכָנְיָה	Jeconiah	son of Jehoiakim; king of Judah (597)	Jehoiachin	PN	person	6
jehoiachin	יְכָנְיָהוּ	Jeconiah	son of Jehoiakim; king of Judah (597)	Jehoiachin	PN	person	6
jehoiachin	Ἰεχονίας	Jechoniah	a king of Judah mentioned in the genealogy of Jesus	Jeconiah	PN	person	9
jehoiachin	Ιεχονιας (DC)	Jeconiah	
    		PN	person	9
jehoiachins	יוֹיָכִין	Jehoiachin	son of Jehoiakim; king of Judah (597)	Jehoiachin	PN	person	10
jehoiada	יְהוֹיָדָע-1	Jehoiada	father of Benaiah, warrior, later army commander of Solomon	Jehoiada	PN	person	6
jehoiada	יְהוֹיָדָע-2	Jehoiada	priest; time of queen Athaliah and king Joash of Judah	Jehoiada	PN	person	6
jehoiada	יְהוֹיָדָע-3	Jehoiada	priest; time of prophet Jeremiah	Jehoiada	PN	person	6
jehoiada	יוֹיָדָע-1	Joiada	son of Paseah; repairer of wall; after exile	Joiada	PN	person	10
jehoiakim	יְהוֹיָקִים	Jehoiakim	son of Josiah; king of Judah (609-597)	Jehoiakim	PN	person	6
jehoiarib	יְהוֹיָרִיב-1	Jehoiarib	priest; after exile	Jehoiarib	PN	person	6
jehoiarib	יְהוֹיָרִיב-2	Jehoiarib	priest; time of David	Jehoiarib	PN	person	6
jehonadab	יְהוֹנָדָב-2	Jehonadab	son of Rechab; ancestor of Rechabites	Jehonadab	PN	person	10
jehonadab	יוֹנָדָב-2	Jehonadab	son of Rechab; ancestor of Rechabites	Jehonadab	PN	person	10
jehonathan	יְהוֹנָתָן-6	Jonathan	various men	Jonathan	PN	person	10
jehoram	יְהוֹרָם-1	Jehoram	son of Jehoshaphat; king of Judah (848-841); 1- יוֹרָם	Jehoram	PN	person	6
jehoram	יְהוֹרָם-2	Jehoram	son of Ahab; king of Israel (852-841); 2- יוֹרָם	Joram	PN	person	6
jehoram	יְהוֹרָם-3	Jehoram	priest; time of Jehoshaphat; 3- יוֹרָם	Jehoram	PN	person	6
jehoram	יוֹרָם-1	Joram	son of Jehoshaphat; king of Judah (848-841); 1- יְהוֹרָם	Jehoram	PN	person	6
jehoram	Ἰωράμ	Joram	a king of Judah mentioned in the genealogy of Jesus	Jehoram	PN	person	9
jehoram	יְרֹחָם-7	Jeroham	father of Azariah, officer; time of queen Athaliah	Jeroham	PN	person	10
jehoshabeath	יְהוֹשַׁבְעַת	Jehoshabeath	daughter of Joram	Jehosheba the	PN	person	6
jehoshaphat	יְהוֹשָׁפָט-5	Jehoshaphat	valley of Jehoshaphat; Kidron Valley, east of Jerusalem	Jehoshaphat	PN	nature	1
jehoshaphat	Ἰωσαφάτ	Jehoshaphat	a king of Judah mentioned in the genealogy of Jesus	Jehoshaphat	PN	person	5
jehoshaphat	יְהוֹשָׁפָט-1	Jehoshaphat	son of Ahilud; recorder; time of king David	Jehoshaphat	PN	person	6
jehoshaphat	יְהוֹשָׁפָט-2	Jehoshaphat	son of Paruah; official; time of king Solomon	Jehoshaphat	PN	person	6
jehoshaphat	יְהוֹשָׁפָט-3	Jehoshaphat	son of Asa; king of Judah (870/69-848)	Jehoshaphat	PN	person	6
jehoshaphat	יְהוֹשָׁפָט-4	Jehoshaphat	father of Jehu, king of Israel	Jehoshaphat	PN	person	6
jehoshaphat	יוֹשָׁפָט-2	Joshaphat	priest; time of king David	Joshaphat	PN	person	10
jehosheba	יְהוֹשֶׁבַע	Jehosheba	daughter of Joram	Jehosheba	PN	person	6
jehosheba	יְהוֹשַׁבְעַת	Jehoshabeath	daughter of Joram	Jehosheba the	PN	person	10
jehoshebathe	יְהוֹשַׁבְעַת	Jehoshabeath	daughter of Joram	Jehosheba the	PN	person	10
jehozabad	יְהוֹזָבָד-1	Jehozabad	son of Shomer, Shimrith; servant of Joash, king of Judah	Jehozabad	PN	person	6
jehozabad	יְהוֹזָבָד-2	Jehozabad	son of Obed-Edom; Levite; time of king David	Jehozabad	PN	person	6
jehozabad	יְהוֹזָבָד-3	Jehozabad	officer; time of king Jehoshaphat	Jehozabad	PN	person	6
jehozabad	יוֹזָבָד-1	Jozabad	son of Shimeath; servant of Joash, king of Judah	Jozabad	PN	person	6
jehozadak	יְהוֹצָדָק	Jehozadak	son of Seraiah; high priest; tribe of Levi; time of exile	Jozadak	PN	person	6
jehozadak	Ιωσεδεκ (DC)	Jozadak	
    		PN	person	9
jehozadak	יוֹצָדָק (AR)	Jozadak	son of Seraiah; high priest; tribe of Levi; time of exile	Jozadak	PN	person	10
jehozadak	יוֹצָדָק	Jozadak	son of Seraiah; high priest; tribe of Levi; time of exile	Jozadak	PN	person	10
jehu	יֵהוּא-1	Jehu	son of Hanani; prophet	Jehu	PN	person	6
jehu	יֵהוּא-2	Jehu	son of Jehoshaphat; king of Israel (841-814/13)	Jehu	PN	person	6
jehu	יֵהוּא-3	Jehu	descendant of Jerahmeel; tribe of Judah	Jehu	PN	person	6
jehu	יֵהוּא-4	Jehu	son of Joshibiah; tribe of Simeon	Jehu	PN	person	6
jehu	יֵהוּא-5	Jehu	from Anathoth; warrior; time of king David	Jehu	PN	person	6
jehubbah	חֻבָּה	Jehubbah	son of Shemer; tribe of Asher	Hubbah	PN	person	6
jehucal	יְהוּכַל	Jehucal	son of Shelemiah; official; time of Zedekiah	Jehukal	PN	person	6
jehucal	יוּכַל	Jucal	son of Shelemiah; official; time of Zedekiah	Jehukal	PN	person	6
jehud	יְהוּד	Judah, Jehud	town; territory of Dan	Jehud	PN	settlement; area	1
jehudi	יְהוּדִי-3	Jehudi	son of Nethaniah; official; time of king Jehoiakim	Jehudi	PN	person	6
jehukal	יְהוּכַל	Jehucal	son of Shelemiah; official; time of Zedekiah	Jehukal	PN	person	10
jehukal	יוּכַל	Jucal	son of Shelemiah; official; time of Zedekiah	Jehukal	PN	person	10
jehush	יְעוּשׁ-3	Jeush	son of Eshek; tribe of Benjamin	Jeush	PN	person	10
jeiel	יְעִיאֵל-1	Jeiel	man; tribe of Reuben	Jeiel	PN	person	6
jeiel	יְעִיאֵל-2	Jeiel	founder of Gibeon	Jeiel	PN	person	6
jeiel	יְעִיאֵל-3	Jeiel	son of Hotham; from Aroer; warrior; time of king David	Jeiel	PN	person	6
jeiel	יְעִיאֵל-4	Jeiel	Levite; time of king David	Jeiel	PN	person	6
jeiel	יְעִיאֵל-5	Jeiel	Levite; time of king David	Jeiel	PN	person	6
jeiel	יְעִיאֵל-6	Jeiel	son of Mattaniah; tribe of Levi	Jeiel	PN	person	6
jeiel	יְעִיאֵל-7	Jeiel	secretary; time of Uzziah	Jeiel	PN	person	6
jeiel	יְעִיאֵל-8	Jeiel	descendant of Elizaphan; tribe of Levi; time of Hezekiah	Jeiel	PN	person	6
jeiel	יְעִיאֵל-9	Jeiel	chief of tribe of Levi; time of Josiah	Jeiel	PN	person	6
jeiel	יְעִיאֵל-11	Jeiel	descendant of Nebo; time of Ezra	Jeiel	PN	person	6
jeiel	יְעִיאֵל-10	Jeiel	descendant of Adonikam; time of Ezra	Jeuel	PN	person	10
jekabzeel	יְקַבְצְאֵל	Jekabzeel	town; territory of Judah	Jekabzeel	PN	settlement	1
jekameam	יְקַמְעָם	Jekameam	Levite; time of king David	Jekameam	PN	person	6
jekamiah	יְקַמְיָה-1	Jekamiah	descendant of Jerahmeel; tribe of Judah	Jekamiah	PN	person	6
jekamiah	יְקַמְיָה-2	Jekamiah	son of Jehoiachin; tribe of Judah	Jekamiah	PN	person	6
jekoliah	יְכָלְיָה	Jecoliah	mother of Uzziah (Azariah), king of Judah	Jekoliah	PN	person	10
jekoliah	יְכָלְיָהוּ	Jecoliah	mother of Uzziah (Azariah), king of Judah	Jekoliah	PN	person	10
jekuthiel	יְקוּתִיאֵל	Jekuthiel	founder of Zanoah; tribe of Judah	Jekuthiel	PN	person	6
jemima	יְמִימָה	Jemimah	daughter of Job	Jemimah	PN	person	10
jemimah	יְמִימָה	Jemimah	daughter of Job	Jemimah	PN	person	6
jemuel	יְמוּאֵל	Jemuel	son of Simeon	Jemuel	PN	person	6
jephthae	Ἰεφθάε	Jephthah	one of the judges of Israel	Jephthah	PN	person	9
jephthah	Ἰεφθάε	Jephthah	one of the judges of Israel	Jephthah	PN	person	5
jephthah	יִפְתָּח-2	Iphthah, Jephthah	judge of Israel	Jephthah	PN	person	6
jephunneh	יְפֻנֶּה-1	Jephunneh	father of Caleb; tribe of Judah	Jephunneh	PN	person	6
